utc,gsthour,freq,stokesid,chid,ifid,ch,u12,v12,w12,uvdist12,u23,v23,w23,uvdist23,u31,v31,w31,uvdist31,uvdistmin,uvdistmax,uvdistave,st1,st2,st3,st1name,st2name,st3name,amp,phase,sigma
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,-327285104.26082206,71971962.18176048,-403743040.2443688,335105211.554983,430579035.7797177,57345253.120575264,349350228.5660742,434380920.5161459,-103291596.68573865,-129317223.23482424,54391021.71759192,165505583.5041666,165505583.5041666,434380920.5161459,311663905.1917651,1,3,8,BR,HN,OV,13.12708369781012,85.18070446395859,2.5525575889850076
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,-327285104.26082206,71971962.18176048,-403743040.2443688,335105211.554983,394107733.2007796,99515957.35696174,221366797.4213393,406477958.9809631,-66822432.01111977,-171487999.50539473,182376385.79784718,184047198.8220494,184047198.8220494,406477958.9809631,308543456.45266515,1,3,9,BR,HN,PT,10.155737025293107,90.02243778235791,1.946284682892602
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,-327285104.26082206,71971962.18176048,-403743040.2443688,335105211.554983,-34214601.28733738,350142848.1869203,-209174182.6272608,351810535.7684732,361500582.75511134,-422113890.3671971,612916741.8799125,555754269.2352576,335105211.554983,555754269.2352576,414223338.8529046,1,3,10,BR,HN,SC,21.19049613104035,87.57633415462436,3.5362160422869877
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,108233129.67538367,201723375.1966514,-151565832.99745223,228925163.44879478,-66222402.8744725,-48952251.51856356,-44459914.12299909,82351257.2533392,-42010798.768465355,-152770767.6841196,196025687.0686611,158441833.71811795,82351257.2533392,228925163.44879478,156572751.4734173,1,4,5,BR,KP,LA,41.19473833393675,95.20071391108755,6.013321357142133
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,108233129.67538367,201723375.1966514,-151565832.99745223,228925163.44879478,-231935666.35877764,-119834014.31346814,-143236625.4011147,261063870.18461728,123702272.8360502,-81888632.88276324,294802106.2529252,148350936.97113132,148350936.97113132,261063870.18461728,212779990.20151448,1,4,7,BR,KP,NL,87.27663605376112,8.468112088887619,8.037255954771513
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,108233129.67538367,201723375.1966514,-151565832.99745223,228925163.44879478,-4940627.760299341,-72405455.95841289,97175310.95132509,72573823.48485924,-103291596.68573865,-129317223.23482424,54391021.71759192,165505583.5041666,72573823.48485924,228925163.44879478,155668190.1459402,1,4,8,BR,KP,OV,61.94921768868364,131.28458862316245,9.05216573169395
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,108233129.67538367,201723375.1966514,-151565832.99745223,228925163.44879478,-41410809.64853308,-30234873.698697448,-30810562.833037212,51273801.72488897,-66822432.01111977,-171487999.50539473,182376385.79784718,184047198.8220494,51273801.72488897,228925163.44879478,154748721.33191106,1,4,9,BR,KP,PT,45.79211241710047,133.4446263461905,6.482074290359275
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,108233129.67538367,201723375.1966514,-151565832.99745223,228925163.44879478,-469733317.42093915,220390739.0938826,-461351162.78738064,518865558.09152395,361500582.75511134,-422113890.3671971,612916741.8799125,555754269.2352576,228925163.44879478,555754269.2352576,434514996.9251921,1,4,10,BR,KP,SC,45.204337900365715,94.73100289548904,4.8286730024702615
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,42010798.768465355,152770767.6841196,-196025687.0686611,158441833.71811795,-165713259.4756368,-70881878.79762979,-98776731.29004906,180236303.52379516,123702272.8360502,-81888632.88276324,294802106.2529252,148350936.97113132,148350936.97113132,180236303.52379516,162343024.73768148,1,5,7,BR,LA,NL,68.33532723446403,0.583326334916979,8.545580666194432
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,42010798.768465355,152770767.6841196,-196025687.0686611,158441833.71811795,61281997.617303245,-23453368.44010419,141634989.06866607,65616642.12038312,-103291596.68573865,-129317223.23482424,54391021.71759192,165505583.5041666,65616642.12038312,165505583.5041666,129854686.4475559,1,5,8,BR,LA,OV,94.94322803984178,-14.481274876654206,15.833251260838628
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,42010798.768465355,152770767.6841196,-196025687.0686611,158441833.71811795,24811641.223957013,18717389.819637258,13649340.290981108,31079868.434191022,-66822432.01111977,-171487999.50539473,182376385.79784718,184047198.8220494,31079868.434191022,184047198.8220494,124522966.9914528,1,5,9,BR,LA,PT,78.1340163590957,-10.086968685327115,12.756073708200772
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,42010798.768465355,152770767.6841196,-196025687.0686611,158441833.71811795,-403510637.6379801,269343138.6522106,-416891342.037463,485145917.2517411,361500582.75511134,-422113890.3671971,612916741.8799125,555754269.2352576,158441833.71811795,555754269.2352576,399780673.40170556,1,5,10,BR,LA,SC,84.47329566841837,-1.7107750660287202,11.268906083581617
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,-123702272.8360502,81888632.88276324,-294802106.2529252,148350936.97113132,226995725.1340658,47428526.3581046,240410736.3488429,231897659.19828033,-103291596.68573865,-129317223.23482424,54391021.71759192,165505583.5041666,148350936.97113132,231897659.19828033,181918059.89119276,1,7,8,BR,NL,OV,20.021286492757586,70.15015079704384,2.5435805168576566
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,-123702272.8360502,81888632.88276324,-294802106.2529252,148350936.97113132,190524824.7125973,89599230.61301935,112426096.58129707,210541518.3715814,-66822432.01111977,-171487999.50539473,182376385.79784718,184047198.8220494,148350936.97113132,210541518.3715814,180979884.7215874,1,7,9,BR,NL,PT,18.738962557356576,99.03043517466745,2.254796266301975
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,-123702272.8360502,81888632.88276324,-294802106.2529252,148350936.97113132,-237796992.28774244,340224417.5768201,-318115245.9761722,415090428.52923393,361500582.75511134,-422113890.3671971,612916741.8799125,555754269.2352576,148350936.97113132,555754269.2352576,373065211.578541,1,7,10,BR,NL,SC,82.07206102358529,6.276412207343602,5.9923385890285505
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,103291596.68573865,129317223.23482424,-54391021.71759192,165505583.5041666,-36470308.38810102,42170872.25872326,-127985767.78175363,55753617.46994312,-66822432.01111977,-171487999.50539473,182376385.79784718,184047198.8220494,55753617.46994312,184047198.8220494,135102133.26538637,1,8,9,BR,OV,PT,58.563122254167666,-1.287146149396932,9.603183983373093
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,103291596.68573865,129317223.23482424,-54391021.71759192,165505583.5041666,-464795410.12666154,292796387.05577254,-558523673.8745358,549330954.4780134,361500582.75511134,-422113890.3671971,612916741.8799125,555754269.2352576,165505583.5041666,555754269.2352576,423530269.07247925,1,8,10,BR,OV,SC,54.50276753473029,-3.437858792820789,7.261589002074752
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,66822432.01111977,171487999.50539473,-182376385.79784718,184047198.8220494,-428322539.1473491,250625634.82325685,-430540914.8119747,496259414.3914984,361500582.75511134,-422113890.3671971,612916741.8799125,555754269.2352576,184047198.8220494,555754269.2352576,412020294.14960176,1,9,10,BR,PT,SC,39.31964789717173,-6.550484006520665,5.099665865431041
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,60635542.78950773,223333043.0941517,-245143541.98006245,231418057.17590934,-388529956.3375701,-151227227.02325228,-159350099.3167683,416923495.57780546,327893900.59497,-72105840.15594035,404494059.0950239,335728554.38877714,231418057.17590934,416923495.57780546,328023369.04749733,1,2,3,BR,FD,HN,13.074196459060792,25.638438645872203,1.96475825379404
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,60635542.78950773,223333043.0941517,-245143541.98006245,231418057.17590934,47798819.4471018,-21235001.09325318,93295855.36369802,52303464.626801744,-108434458.52207391,-202098609.05157745,151847766.76806888,229350996.45643076,52303464.626801744,231418057.17590934,171024172.75304726,1,2,4,BR,FD,KP,71.58528965116774,-13.516140348414144,9.93077776622408
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,60635542.78950773,223333043.0941517,-245143541.98006245,231418057.17590934,-18546892.65214572,-70278236.54816814,48753347.762755506,72684370.80535604,-42088944.763965614,-153054942.80275542,196390322.4221574,158736557.81734365,72684370.80535604,231418057.17590934,154279661.93286967,1,2,5,BR,FD,LA,41.85323248481161,129.86611227783098,7.274928845343467
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,60635542.78950773,223333043.0941517,-245143541.98006245,231418057.17590934,-184568468.22098812,-141292093.84921595,-50206877.65278346,232441337.21379584,123932376.4651122,-82040957.25945617,295350479.6412931,148626890.5828895,148626890.5828895,232441337.21379584,204162094.9908649,1,2,7,BR,FD,NL,51.87495493196471,-9.376391555888286,5.283958831252137
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,60635542.78950773,223333043.0941517,-245143541.98006245,231418057.17590934,42849665.1814655,-93775528.10311553,190651942.09066132,103101617.23844057,-103483733.5859272,-129557771.46150066,54492196.66934237,165813447.1716742,103101617.23844057,231418057.17590934,166777707.19534138,1,2,8,BR,FD,OV,45.978030392393826,137.57078698511336,7.4192369508982745
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,60635542.78950773,223333043.0941517,-245143541.98006245,231418057.17590934,6310911.736214816,-51526264.18582579,62428042.680088334,51911304.239922605,-66946731.13478167,-171806991.30822983,182715631.53088975,184389552.50235546,51911304.239922605,231418057.17590934,155906304.6393958,1,2,9,BR,FD,PT,40.832711136621185,117.5089671780342,5.881553690325543
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,60635542.78950773,223333043.0941517,-245143541.98006245,231418057.17590934,-422808727.0539936,199565701.81329122,-368913069.5757822,467540040.0107459,362173024.6924574,-422899081.58336586,614056853.2407308,556788050.3557324,231418057.17590934,556788050.3557324,418582049.1807959,1,2,10,BR,FD,SC,35.44327128021022,96.33552288417019,3.838878919242837
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,-327893900.59497,72105840.15594035,-404494059.0950239,335728554.38877714,436328252.34185505,129992159.83450723,252646418.84655243,455280468.95308125,-108434458.52207391,-202098609.05157745,151847766.76806888,229350996.45643076,229350996.45643076,455280468.95308125,340120006.5994297,1,3,4,BR,HN,KP,13.36930410234839,-18.605650987275784,2.1015106534180923
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,-327893900.59497,72105840.15594035,-404494059.0950239,335728554.38877714,369982645.6875919,80948846.1934327,208103912.36411777,378734569.07184774,-42088944.763965614,-153054942.80275542,196390322.4221574,158736557.81734365,158736557.81734365,378734569.07184774,291066560.42598957,1,3,5,BR,HN,LA,20.77080861545523,85.83561095440331,3.9316442791212207
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,-327893900.59497,72105840.15594035,-404494059.0950239,335728554.38877714,203961086.58454698,9935111.027124116,109143837.91148946,204202916.90343297,123932376.4651122,-82040957.25945617,295350479.6412931,148626890.5828895,148626890.5828895,335728554.38877714,229519453.95836654,1,3,7,BR,HN,NL,51.12772980388868,-36.27263304708069,6.41572267783683
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,-327893900.59497,72105840.15594035,-404494059.0950239,335728554.38877714,431379973.35717225,57451923.358316265,350000069.1354002,435188930.1340333,-103483733.5859272,-129557771.46150066,54492196.66934237,165813447.1716742,165813447.1716742,435188930.1340333,312243643.8981616,1,3,8,BR,HN,OV,15.824794015119632,100.63080179002529,2.8097944974894453
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,-327893900.59497,72105840.15594035,-404494059.0950239,335728554.38877714,394840829.0249047,99701071.03686774,221778570.80490512,407234065.16519785,-66946731.13478167,-171806991.30822983,182715631.53088975,184389552.50235546,184389552.50235546,407234065.16519785,309117390.68544346,1,3,9,BR,HN,PT,13.165095467724635,76.39521227378299,2.1301006250398946
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,-327893900.59497,72105840.15594035,-404494059.0950239,335728554.38877714,-34278245.25880717,350794163.1402413,-209563276.03213626,352464952.8552948,362173024.6924574,-422899081.58336586,614056853.2407308,556788050.3557324,335728554.38877714,556788050.3557324,414993852.53326815,1,3,10,BR,HN,SC,29.615719571530356,81.54299330655205,3.8830403324488025
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,108434458.52207391,202098609.05157745,-151847766.76806888,229350996.45643076,-66345585.85953227,-49043309.59265494,-44542615.817583516,82504442.17644022,-42088944.763965614,-153054942.80275542,196390322.4221574,158736557.81734365,82504442.17644022,229350996.45643076,156863998.81673822,1,4,5,BR,KP,LA,30.27268866578971,95.76130181841737,5.464363641976569
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,108434458.52207391,202098609.05157745,-151847766.76806888,229350996.45643076,-232367099.32532305,-120056922.43751808,-143503065.67390642,261549485.7078346,123932376.4651122,-82040957.25945617,295350479.6412931,148626890.5828895,148626890.5828895,261549485.7078346,213175790.91571832,1,4,7,BR,KP,NL,73.12218779666209,-0.5745709000536153,8.142844018215955
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,108434458.52207391,202098609.05157745,-151847766.76806888,229350996.45643076,-4949818.02294711,-72540140.29199825,97356070.69965053,72708821.0057286,-103483733.5859272,-129557771.46150066,54492196.66934237,165813447.1716742,72708821.0057286,229350996.45643076,155957754.87794453,1,4,8,BR,KP,OV,47.713100189271685,145.84488802753282,8.046218470536324
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,108434458.52207391,202098609.05157745,-151847766.76806888,229350996.45643076,-41487839.579867914,-30291114.8170116,-30867874.814125232,51369178.20894387,-66946731.13478167,-171806991.30822983,182715631.53088975,184389552.50235546,51369178.20894387,229350996.45643076,155036575.7225767,1,4,9,BR,KP,PT,39.03489809243574,120.4646341590201,5.9002971683059515
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,108434458.52207391,202098609.05157745,-151847766.76806888,229350996.45643076,-470607087.4702021,220800696.87165415,-462209340.8498812,519830721.02002066,362173024.6924574,-422899081.58336586,614056853.2407308,556788050.3557324,229350996.45643076,556788050.3557324,435323255.9440613,1,4,10,BR,KP,SC,40.63564799895031,88.90626445123486,4.84471392470564
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,42088944.763965614,153054942.80275542,-196390322.4221574,158736557.81734365,-166021509.44966578,-71013729.06336974,-98960469.90548134,180571568.4027559,123932376.4651122,-82040957.25945617,295350479.6412931,148626890.5828895,148626890.5828895,180571568.4027559,162645005.60099635,1,5,7,BR,LA,NL,52.8393081952488,-11.365997049006218,8.213249217771606
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,42088944.763965614,153054942.80275542,-196390322.4221574,158736557.81734365,61395990.75360236,-23496995.004661728,141898450.07257223,65738698.30522601,-103483733.5859272,-129557771.46150066,54492196.66934237,165813447.1716742,65738698.30522601,165813447.1716742,130096234.43141462,1,5,8,BR,LA,OV,72.4129236649881,-1.36069716560128,14.325649312582643
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,42088944.763965614,153054942.80275542,-196390322.4221574,158736557.81734365,24857794.366965014,18752206.797735754,13674729.98401787,31137681.361581255,-66946731.13478167,-171806991.30822983,182715631.53088975,184389552.50235546,31137681.361581255,184389552.50235546,124754597.22709346,1,5,9,BR,LA,PT,62.42090579204847,-24.65463738769178,11.466275089497344
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,42088944.763965614,153054942.80275542,-196390322.4221574,158736557.81734365,-404261224.1870945,269844154.77944833,-417666818.57906616,486048356.9048281,362173024.6924574,-422899081.58336586,614056853.2407308,556788050.3557324,158736557.81734365,556788050.3557324,400524321.69263476,1,5,10,BR,LA,SC,74.02915325484963,-9.428832441894926,11.642974024376764
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,-123932376.4651122,82040957.25945617,-295350479.6412931,148626890.5828895,227417969.11501622,47516750.08905033,240857934.1377845,232329021.46616066,-103483733.5859272,-129557771.46150066,54492196.66934237,165813447.1716742,148626890.5828895,232329021.46616066,182256453.07357478,1,7,8,BR,NL,OV,17.424257289812452,98.09371998315882,2.4858799380791363
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,-123932376.4651122,82040957.25945617,-295350479.6412931,148626890.5828895,190879227.68828776,89765897.78616454,112635224.93627013,210933155.2132887,-66946731.13478167,-171806991.30822983,182715631.53088975,184389552.50235546,148626890.5828895,210933155.2132887,181316532.7661779,1,7,9,BR,NL,PT,17.712601262911544,99.01344070702537,2.1177789070156092
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,-123932376.4651122,82040957.25945617,-295350479.6412931,148626890.5828895,-238239328.14504683,340857282.85394955,-318706985.0839579,415862555.1183716,362173024.6924574,-422899081.58336586,614056853.2407308,556788050.3557324,148626890.5828895,556788050.3557324,373759165.35233116,1,7,10,BR,NL,SC,82.21624082791907,8.817128013626547,5.797297899174993
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,103483733.5859272,129557771.46150066,-54492196.66934237,165813447.1716742,-36538148.292095624,42249316.013433434,-128223839.31398731,55857327.04147356,-66946731.13478167,-171806991.30822983,182715631.53088975,184389552.50235546,55857327.04147356,184389552.50235546,135353442.23850107,1,8,9,BR,OV,PT,50.20531966048582,-28.24379909228999,8.66373442103307
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,103483733.5859272,129557771.46150066,-54492196.66934237,165813447.1716742,-465659994.9737262,293341029.52428293,-559562606.4772205,550352787.3294519,362173024.6924574,-422899081.58336586,614056853.2407308,556788050.3557324,165813447.1716742,556788050.3557324,424318094.9522862,1,8,10,BR,OV,SC,49.13644992985421,-23.170527282593458,7.034673056609752
2016-12-24 09:39:14.998856,15.877218540458246,43087500000.0,1,0,1,1,66946731.13478167,171806991.30822983,-182715631.53088975,184389552.50235546,-429119279.323639,251091833.76032272,-431341781.47906667,497182526.7126358,362173024.6924574,-422899081.58336586,614056853.2407308,556788050.3557324,184389552.50235546,556788050.3557324,412786709.8569079,1,9,10,BR,PT,SC,39.454763363328915,0.16082836176496684,4.8772534073530815
2016-12-24 09:39:14.998856,15.877218540458246,43151500000.0,1,0,2,2,60725607.76748345,223664770.73576528,-245507665.8370215,231761793.88978827,-389107059.1447787,-151451852.32129666,-159586789.91975695,417542772.7165807,328380937.6622883,-72212942.53528425,405094874.17554796,336227228.6558124,231761793.88978827,417542772.7165807,328510598.42072713,1,2,3,BR,FD,HN,9.147533802640103,34.27950621289679,1.3938695853859362
2016-12-24 09:39:14.998856,15.877218540458246,43151500000.0,1,0,2,2,60725607.76748345,223664770.73576528,-245507665.8370215,231761793.88978827,47869817.40346071,-21266542.493194424,93434432.32321706,52381153.55598342,-108595521.5994261,-202398796.13551828,152073313.78456223,229691662.8625395,52381153.55598342,231761793.88978827,171278203.43610373,1,2,4,BR,FD,KP,72.50954336322069,-2.3439912337134636,9.179197119130272
2016-12-24 09:39:14.998856,15.877218540458246,43151500000.0,1,0,2,2,60725607.76748345,223664770.73576528,-245507665.8370215,231761793.88978827,-18574441.271344732,-70382624.29726203,48825763.527346544,72792332.50495669,-42151461.56036582,-153282282.89766404,196682030.70495448,158972337.09672418,72792332.50495669,231761793.88978827,154508821.16382304,1,2,5,BR,FD,LA,32.44764691699281,134.01624131908238,5.395410688450751
2016-12-24 09:39:14.998856,15.877218540458246,43151500000.0,1,0,2,2,60725607.76748345,223664770.73576528,-245507665.8370215,231761793.88978827,-184842616.9176204,-141501962.00137955,-50281452.41738522,232786593.85624856,124116459.3683618,-82162816.76081051,295789178.3519875,148847653.47229606,148847653.47229606,232786593.85624856,204465347.07277763,1,2,7,BR,FD,NL,41.361471487221046,3.4377745527704318,4.7957608261209055
2016-12-24 09:39:14.998856,15.877218540458246,43151500000.0,1,0,2,2,60725607.76748345,223664770.73576528,-245507665.8370215,231761793.88978827,42913311.913617834,-93914817.54433629,190935126.87264687,103254759.18223542,-103637443.10607804,-129750210.04284179,54573136.63074273,166059738.1056803,103254759.18223542,231761793.88978827,167025430.392568,1,2,8,BR,FD,OV,44.28893444306953,148.359498455539,6.049666233522722
2016-12-24 09:39:14.998856,15.877218540458246,43151500000.0,1,0,2,2,60725607.76748345,223664770.73576528,-245507665.8370215,231761793.88978827,6320285.646307481,-51602798.70065939,62520770.14702249,51988410.67383859,-67046170.4337112,-172062184.75049794,182987028.1173238,184663435.44660035,51988410.67383859,231761793.88978827,156137880.00340906,1,2,9,BR,FD,PT,36.87645253164029,130.24199462241677,5.1474002094874844
2016-12-24 09:39:14.998856,15.877218540458246,43151500000.0,1,0,2,2,60725607.76748345,223664770.73576528,-245507665.8370215,231761793.88978827,-423436745.8188664,199862126.64453116,-369461034.4484912,468234500.4125026,362710978.2423342,-423527234.5563008,614968942.3293854,557615075.2521123,231761793.88978827,557615075.2521123,419203789.8514678,1,2,10,BR,FD,SC,23.100758151842527,112.2376916535144,2.842624098952034
2016-12-24 09:39:14.998856,15.877218540458246,43151500000.0,1,0,2,2,-328380937.6622883,72212942.53528425,-405094874.17554796,336227228.6558124,436976352.32792705,130185243.63443547,253021687.098509,455956719.6061244,-108595521.5994261,-202398796.13551828,152073313.78456223,229691662.8625395,229691662.8625395,455956719.6061244,340625203.7081588,1,3,4,BR,HN,KP,14.596001012849143,-15.544596614166574,1.884700843234464
2016-12-24 09:39:14.998856,15.877218540458246,43151500000.0,1,0,2,2,-328380937.6622883,72212942.53528425,-405094874.17554796,336227228.6558124,370532199.2547287,81069083.52807452,208413019.42280772,379297122.30470175,-42151461.56036582,-153282282.89766404,196682030.70495448,158972337.09672418,158972337.09672418,379297122.30470175,291498896.0190794,1,3,5,BR,HN,LA,18.907016755689746,80.87258768238617,3.1780604896896385
2016-12-24 09:39:14.998856,15.877218540458246,43151500000.0,1,0,2,2,-328380937.6622883,72212942.53528425,-405094874.17554796,336227228.6558124,204264040.09870797,9949868.140108995,109305954.66521932,204506229.6201564,124116459.3683618,-82162816.76081051,295789178.3519875,148847653.47229606,148847653.47229606,336227228.6558124,229860370.58275494,1,3,7,BR,HN,NL,45.67711500768021,-32.008446326224885,5.38420583247974
2016-12-24 09:39:14.998856,15.877218540458246,43151500000.0,1,0,2,2,-328380937.6622883,72212942.53528425,-405094874.17554796,336227228.6558124,432020723.4191359,57537259.54850906,350519941.59086096,435835337.8283432,-103637443.10607804,-129750210.04284179,54573136.63074273,166059738.1056803,166059738.1056803,435835337.8283432,312707434.8632786,1,3,8,BR,HN,OV,16.84930209137384,104.34279706931264,2.3342265266198017
