utc,gsthour,freq,stokesid,ifid,chid,ch,u,v,w,uvdist,subarray,st1,st2,st1name,st2name,amp,phase,weight,sigma
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,-4940627.760299341,-72405455.95841289,97175310.95132509,72573823.48485924,1,4,8,KP,OV,6.514073267834418,57.60435779747826,24.864704132080078,0.20054339002179278
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,-41410809.64853308,-30234873.698697448,-30810562.833037212,51273801.72488897,1,4,9,KP,PT,6.526218113720769,51.171563006603236,37.47370147705078,0.1633566067312988
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,-469733317.42093915,220390739.0938826,-461351162.78738064,518865558.0915239,1,4,10,KP,SC,3.086648436922676,46.414765447593645,110.81829833984375,0.09499358138100215
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,-165713259.4756368,-70881878.79762979,-98776731.29004906,180236303.5237952,1,5,7,LA,NL,2.1967884366879873,47.03501087954948,327.5802307128906,0.05525112912318356
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,61281997.617303245,-23453368.44010419,141634989.06866607,65616642.12038312,1,5,8,LA,OV,8.312478050864861,-31.638650861034684,46.09819793701172,0.14728483271750537
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,24811641.223957013,18717389.819637258,13649340.290981108,31079868.434191022,1,5,9,LA,PT,9.271729667263266,-35.83717718361065,77.78482818603516,0.11338420298758876
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,-403510637.6379801,269343138.6522106,-416891342.037463,485145917.2517412,1,5,10,LA,SC,4.802597583626814,6.495842327379597,180.53025817871094,0.07442605479942545
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,226995725.1340658,47428526.3581046,240410736.3488429,231897659.19828033,1,7,8,NL,OV,1.0243184922254656,6.541090268030862,849.2332153320312,0.0343151983842498
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,190524824.7125973,89599230.61301935,112426096.58129707,210541518.3715814,1,7,9,NL,PT,1.2993994237718112,26.828542131751412,1305.96337890625,0.02767161461342555
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,-237796992.28774244,340224417.5768201,-318115245.9761722,415090428.52923393,1,7,10,NL,SC,2.7266451039265354,-31.968654943880583,529.7350463867188,0.04344808575402811
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,-36470308.38810102,42170872.25872326,-127985767.78175363,55753617.46994312,1,8,9,OV,PT,11.059739857681226,-9.879978663299983,21.886489868164062,0.2137528639343326
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,-464795410.12666154,292796387.05577254,-558523673.8745358,549330954.4780134,1,8,10,OV,SC,4.931458613986304,21.926134584968008,224.44708251953125,0.06674873164903299
2016-12-24 09:39:14.998856,15.877218540458246,43007500000.0,1,0,0,0,-428322539.1473491,250625634.82325685,-430540914.8119747,496259414.3914983,1,9,10,PT,SC,4.82192610800443,27.406341885171187,174.55038452148438,0.07569018993835924
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,58315092.44794491,222936783.30795905,-245207708.51877066,230437538.95342714,1,1,2,BR,FD,1.5771654790009288,36.01341611356346,10.389467239379883,0.3102439784604281
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,-330823673.3581308,71874251.75119959,-400865550.4845652,338541298.6903696,1,1,3,BR,HN,2.2780233934536342,53.26563327003105,13.160146713256836,0.2756573866415872
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,106843421.20875098,201755982.76718798,-152505948.34453878,228300226.10138705,1,1,4,BR,KP,3.4064809719374463,32.12023201741699,10.66197395324707,0.3062535921499231
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,40249411.318543226,152783487.525125,-196385138.55737263,157996231.51148036,1,1,5,BR,LA,4.19624226423707,-19.96141406898932,3.4333317279815674,0.5396871983938608
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,-126300269.00055514,81851801.42328608,-293708650.16434675,150504070.86138782,1,1,7,BR,NL,6.751438698422599,30.3773585806746,10.688403129577637,0.3058747217140786
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,102773795.92737128,129348190.81976914,-55291073.69633834,165207165.69709793,1,1,8,BR,OV,2.5900070791903604,-40.82031261744393,9.932799339294434,0.31729568715712275
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,65173815.02839158,171508191.24005225,-182953290.25072202,183473937.73446226,1,1,9,BR,PT,2.4870147144772328,-43.49152601194378,19.434091567993164,0.22683908022515545
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,-366971055.7584943,422006052.1588999,-609730810.4961709,559246693.1714877,1,1,10,BR,SC,4.204304424655147,-15.284844198846683,13.681806564331055,0.2703511846812576
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,-389138573.8188599,-151062427.5662103,-155658721.81951034,417431056.17092365,1,2,3,FD,HN,2.3343596678703338,28.558759396060612,758.63671875,0.03630639016154238
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,48528468.8393823,-21181350.546140656,92701984.19724803,52949616.60723703,1,2,4,FD,KP,9.592283198091966,-22.30371515328888,15.124458312988281,0.2571343431614249
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,-18065391.090404842,-70153351.78980334,48822573.97518285,72442053.5503597,1,2,5,FD,LA,4.924216509485545,62.75772788375393,190.76174926757812,0.07240263163583961
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,-184614593.42475098,-141084861.89402634,-48501305.595318675,232352074.14835486,1,2,7,FD,NL,3.081094407997434,-19.720779780708483,682.5228271484375,0.038277310004337865
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,44458347.59975256,-93588784.49130781,189916734.82319477,103611800.74615479,1,2,8,FD,OV,8.137909443512836,39.963337988748954,94.26980590820312,0.10299441935325407
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,6859008.649436367,-51428756.073847376,62254522.293461375,51884130.04914255,1,2,9,FD,PT,8.935300839334579,39.13374753817278,44.76066589355469,0.14946920706803787
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,-425285156.21461,199069156.81814137,-364524205.8408058,469570008.93665576,1,2,10,FD,SC,3.3689995607146233,47.12301626711395,483.3530578613281,0.04548495451807315
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,437667278.69616383,129881043.02112104,248360049.92833063,456532290.3996604,1,3,4,HN,KP,1.8747436927828134,-30.274726863505148,223.19454956054688,0.06693576135016736
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,371073276.7827515,80908987.77704751,204480683.75212124,379791575.79571843,1,3,5,HN,LA,2.5000109861140767,15.595120673844471,171.164306640625,0.07643519843836738
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,204524076.3818854,9977565.672243554,107156476.21314114,204767306.07352147,1,3,7,HN,NL,3.2536357299580656,-49.08734487549697,537.6859130859375,0.043125651672248085
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,433597101.5041857,57473795.07789079,345575152.53384924,437389624.42367846,1,3,8,HN,OV,2.8871721997841426,-0.05157579073671102,285.76068115234375,0.05915599503143206
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,395997688.4770619,99633843.49874143,217912612.02629444,408339407.90659416,1,3,9,HN,PT,3.0937786975318424,-4.14473549773037,356.10302734375,0.05299222650960921
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,-36146466.38053233,350132832.3891958,-208865932.07316232,351993703.5639695,1,3,10,HN,SC,3.019473956390191,28.56272114466944,268.4134521484375,0.061037657952102656
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,-66593941.927403145,-48972047.24291647,-43879258.20124292,82662050.0144582,1,4,5,KP,LA,2.8857259850778636,39.06286590791917,83.8587646484375,0.10920078737997298
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,-233143554.28512517,-119903365.3478184,-141202877.74244893,262169284.86463386,1,4,7,KP,NL,3.3320200191898675,-1.8970776656140396,105.63421630859375,0.09729660636736064
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,-4069906.2264268324,-72407055.9447967,97214894.64069775,72521347.80383517,1,4,8,KP,OV,6.526668957087363,56.202778016441776,14.506378173828125,0.2625551264738972
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,-41669534.19468694,-30247249.526811864,-30447355.890991896,51490253.29068992,1,4,9,KP,PT,6.491883739698146,50.82395626967107,28.630123138427734,0.18689100181449567
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,-473814181.15770155,220250453.36806875,-457225981.898622,522503722.9293042,1,4,10,KP,SC,2.913561541884112,47.00909884922785,80.25150299072266,0.11162806910904806
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,-166549440.354033,-70931446.10393631,-97323583.55984764,181024821.85776958,1,5,7,LA,NL,2.1821174649551094,46.127419782664504,187.97406005859375,0.07293752782465529
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,62524032.69201473,-23435150.702353094,141094100.8341468,66771707.725009754,1,5,8,LA,OV,8.497542408823664,-31.587139323933496,41.49748229980469,0.15523481406475584
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,24924421.734430604,18724813.71645329,13431892.31054577,31174435.801015455,1,5,9,LA,PT,9.229765156530446,-35.449471194440896,31.041812896728516,0.17948429832475785
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,-407220307.1732676,269222660.61364746,-413346311.75103414,488169252.9873032,1,5,10,LA,SC,4.8313453677249125,7.362597843796856,147.62445068359375,0.0823039829683859
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,229073505.04543108,47496281.400731444,238417932.39395395,233945650.6556525,1,7,8,NL,OV,1.072663107226509,10.733921647968364,550.7070922851562,0.042612760111283024
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,191473820.08714458,89656205.82032281,110755495.85290526,211424830.6629576,1,7,9,NL,PT,1.2842064833834326,29.19978015673768,679.1659545898438,0.03837178887904906
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,-240671378.80070052,340153538.7083275,-316022064.2546144,416685903.8528036,1,7,10,NL,SC,2.833101901658104,-32.21469939799056,420.6195983886719,0.04875905139052277
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,-37599640.96991446,42160076.418109946,-127662084.53598292,56490751.85061127,1,8,9,OV,PT,11.280647927893483,-8.41180333767421,13.352198600769043,0.2736677416195362
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,-469743747.95014167,292657733.3144648,-554440860.5604389,553450754.4551789,1,8,10,OV,SC,4.797697484420544,25.893485723678364,191.8070068359375,0.07220508206225026
2016-12-24 09:41:14.998856,15.910643137070167,43007500000.0,1,0,0,0,-432145102.93388927,250497620.89854026,-426777968.0126522,499498196.2585756,1,9,10,PT,SC,4.7080882950370295,28.880052252293073,57.48796844482422,0.13188989401441858
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,57208636.222278364,222945727.9660757,-245460127.04596284,230168689.6098955,1,1,2,BR,FD,1.8766209899170159,41.02798983601908,10.403594017028809,0.31003327067473163
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,-332583929.3092009,71824992.18797825,-399414725.5366105,340251230.0309151,1,1,3,BR,HN,2.0129474126327582,50.25872990852155,10.98575496673584,0.30170676345078473
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,106145274.66769601,201772111.93852878,-152971518.2295631,227988606.0539316,1,1,4,BR,KP,3.7064427456319904,32.67579777648415,11.727945327758789,0.292004156646554
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,39367287.36645246,152789663.97623476,-196559087.34373856,157779798.23970997,1,1,5,BR,LA,3.6225286569129236,-20.477651022882693,3.1146645545959473,0.5666232095045498
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,-127595075.06489764,81833104.07152252,-293153666.1286959,151582189.2664092,1,1,7,BR,NL,6.728051042962377,30.91529416366055,10.249990463256836,0.31234766908356293
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,102511625.00631905,129363615.9407691,-55739910.28544921,165056288.55244198,1,1,8,BR,OV,2.603120493426653,-48.82354227406459,10.051948547363281,0.3154095737787429
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,64347555.15526305,171518063.961958,-183236270.92594808,183191304.70553985,1,1,9,BR,PT,2.0105727622062513,-43.50049600968454,15.771390914916992,0.25180537820328613
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,-369697909.6286672,421951424.2088165,-608118982.160686,560998706.5721763,1,1,10,BR,SC,4.258305004445081,-10.771903240773865,14.677730560302734,0.2610180521761681
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,-389792797.5272347,-151120575.7782578,-153955478.47969627,418062021.02996624,1,2,3,FD,HN,2.3652546358922764,29.96211460552547,958.0159912109375,0.032308263839281086
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,48936634.4470125,-21174148.027558185,92488760.81516318,53321090.9086965,1,2,4,FD,KP,9.699655767023216,-23.00269479840619,29.48288345336914,0.18416836059198527
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,-17841158.854685526,-70156103.98947042,48901067.702858225,72389128.16341631,1,2,5,FD,LA,4.958163272278363,62.324376818246485,170.01760864257812,0.07669252707200347
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,-184803775.28582424,-141112463.8946859,-47693887.07641931,232519166.57841873,1,2,7,FD,NL,3.097688100375293,-19.811301833077938,697.8170166015625,0.03785552051599231
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,45302608.77743772,-93582240.0251574,189720320.75716728,103970967.15029514,1,2,8,FD,OV,8.220560420521666,39.59551595964529,72.57313537597656,0.1173848520317475
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,7138878.433857963,-51427772.00383216,62223860.11890206,51920894.81674546,1,2,9,FD,PT,8.99574940853216,38.05969676269311,71.89704895019531,0.11793547689567001
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,-426905529.8551699,199005776.24131444,-362659879.1001886,471011284.78873146,1,2,10,FD,SC,3.293243096446829,46.590159452718574,561.094482421875,0.04221647823719228
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,438729435.97706735,129946423.75088902,246444199.2925528,457569219.94207746,1,3,4,HN,KP,1.8107693779053682,-29.70106533711206,467.96575927734375,0.046226707446997396
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,371951580.6729641,80964399.78890373,202856038.1839492,380661545.7309735,1,3,5,HN,LA,2.5739288402573486,15.119669185655738,216.90914916992188,0.06789863829205212
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,204988862.23988104,10008106.883707019,106261587.40687145,205233028.155306,1,3,7,HN,NL,3.2059175108500035,-48.41412575998742,828.635986328125,0.03473906337637642
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,435094970.30334437,57538483.752855614,343676071.2515544,438883025.75497925,1,3,8,HN,OV,2.8702129758967643,-1.7438922038440203,418.2728271484375,0.04889564439872239
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,396931868.46346104,99692975.77466454,216179238.5994533,409259816.7676643,1,3,9,HN,PT,3.102312015579056,-4.372016706228155,423.1060791015625,0.04861556835682512
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,-37111912.33683823,350127648.019766,-208705376.6171631,352089000.03429574,1,3,10,HN,SC,2.979499495837554,28.91169485253047,614.7598266601562,0.04033176799339241
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,-66777843.301694505,-48981995.96198692,-43587629.112675786,82816159.56107703,1,4,5,KP,LA,2.687773682028258,37.81363073448639,159.4698486328125,0.07918824334570704
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,-233740301.73456147,-119938175.86705416,-140182595.89122936,262715996.24933437,1,4,7,KP,NL,3.3127429881565535,-1.527908878374029,209.50521850585938,0.06908799312269327
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,-3633899.915488696,-72407759.99732739,97231687.93964402,72498889.2082241,1,4,8,KP,OV,6.586961534265977,54.89437910294526,46.7149658203125,0.14630931677804873
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,-41797723.51302082,-30253465.976227596,-30264886.69640266,51597692.72405205,1,4,9,KP,PT,6.471798397108918,50.61975978501783,38.40139389038086,0.16137137729029138
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,-475842616.30330235,220179808.26853028,-455148359.91674966,524314164.84731615,1,4,10,KP,SC,2.9167776183204146,47.057852890693326,247.45266723632812,0.06357025160540383
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,-166962654.43217623,-70956303.90514533,-96594690.77966633,181414787.26641232,1,5,7,LA,NL,2.3092539052447254,44.19125812102401,163.6670379638672,0.07816627004162893
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,63143989.63443828,-23425882.035462152,140819201.05507123,67349353.1972909,1,5,8,LA,OV,8.503776138861314,-31.513281491366293,46.8838005065918,0.14604563970489925
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,24980087.788744707,18728533.985774547,13322781.41619234,31221191.059754666,1,5,9,LA,PT,9.12658791800668,-36.599396065178006,47.58861541748047,0.1449600951405693
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,-409064825.00224733,269161920.2306934,-411560134.80510795,489675576.638649,1,5,10,LA,SC,4.906787784609647,8.023790065428688,167.46517944335938,0.07727477343752366
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,230106252.06343877,47530403.86919723,237414307.84033728,234963883.46010077,1,7,8,NL,OV,1.1033139817673,9.21072597678523,550.5164794921875,0.04262013666997935
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,191942638.2206356,89684791.89081836,109917715.19570671,211861601.67334995,1,7,9,NL,PT,1.3081559796672058,32.670899916728274,1099.696533203125,0.030155294349514142
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,-242101418.5692233,340117760.136198,-314966372.02620506,417484356.15396965,1,7,10,NL,SC,2.8791928905073427,-31.102207619087224,702.3597412109375,0.03773290089535396
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,-38163781.84602229,42154536.02144624,-127496456.63753219,56863689.22233406,1,8,9,OV,PT,11.271865593843009,-7.893374094403426,15.71377182006836,0.252266614445211
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,-472208278.6197589,292587744.26715565,-552380103.8771051,555507197.5162683,1,8,10,OV,SC,4.7394944579219525,27.301243201711372,140.2165985107422,0.08445012296789638
2016-12-24 09:42:14.998856,15.927355435376404,43007500000.0,1,0,0,0,-434044728.788751,250433280.24519765,-424883367.22086287,501110421.40796685,1,9,10,PT,SC,4.724186036445523,29.744633106443164,187.20022583007812,0.07308812419040463
2016-12-24 10:24:14.998856,16.629271964457132,43007500000.0,1,0,0,0,10030686.39987963,223169055.91788775,-251644621.95963565,223394364.72063044,1,1,2,BR,FD,1.5992630757469317,-40.92499627984361,18.002254486083984,0.2356875010190066
2016-12-24 10:24:14.998856,16.629271964457132,43007500000.0,1,0,0,0,75164748.3691904,202351391.45660302,-169661280.5334922,215860661.12616977,1,1,4,BR,KP,1.632376514435567,40.698302573456864,27.28360366821289,0.19144725066296817
2016-12-24 10:24:14.998856,16.629271964457132,43007500000.0,1,0,0,0,1858436.5954953616,152928735.97693,-200350063.67308462,152940027.70393708,1,1,5,BR,LA,3.7111394796347184,-9.085487209302984,3.161945343017578,0.5623708751567212
2016-12-24 10:24:14.998856,16.629271964457132,43007500000.0,1,0,0,0,-179486923.8731943,80877393.18533185,-264871730.98586753,196867235.89748654,1,1,7,BR,NL,3.5258426822318922,35.578489433997895,9.243097305297852,0.3289207239657671
2016-12-24 10:24:14.998856,16.629271964457132,43007500000.0,1,0,0,0,89798903.88400233,129973271.36638221,-73445293.69658929,157977512.3504846,1,1,8,BR,OV,2.905250076966077,-48.16038883563958,18.76692771911621,0.23083593049581663
2016-12-24 10:24:14.998856,16.629271964457132,43007500000.0,1,0,0,0,28733800.708905328,171819631.7963609,-191802330.09671104,174205674.9185173,1,1,9,BR,PT,3.059090107509283,-22.54553386930511,31.272626876831055,0.17882071144697317
2016-12-24 10:24:14.998856,16.629271964457132,43007500000.0,1,0,0,0,65133514.00276244,-20818380.481372364,81983014.17765158,68379672.50737046,1,2,4,FD,KP,8.09085310846769,-35.068004615138044,24.316707611083984,0.20279050354759073
2016-12-24 10:24:14.998856,16.629271964457132,43007500000.0,1,0,0,0,-8172931.484454142,-70240479.9369514,51294078.25612496,70714367.92351928,1,2,5,FD,LA,5.757424261360093,58.5924708608298,403.3155517578125,0.0497940574094175
2016-12-24 10:24:14.998856,16.629271964457132,43007500000.0,1,0,0,0,-189519086.37137356,-142292078.73657668,-13226474.899036929,236990547.84994334,1,2,7,FD,NL,3.112892930016305,-15.65527741999541,911.198974609375,0.03312786050928997
